clip_id,dasakam,verse,half,split,audio_path,text_path,text_devanagari,duration_s,sample_rate,channels,bit_depth,model_characters,characters_per_s,issues,decoded_frames,peak_dbfs,rms_dbfs,dc_offset,clipped_fraction,leading_silence_s,trailing_silence_s,silent_window_fraction,stereo_correlation,stereo_difference_dbfs,text_clean,text_model_kannada,slp1,syllables,line_scans_json,model_oov,analysis_issues
nar_016_006_1,16,6,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.6.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.6.1.txt,भीत्यालमङ्गज वसन्त सुराङ्गना व: मन्मानसं त्विह जुषध्वमिति ब्रुवाणः ।,11.152063,44100,2,16,58,5.2008,,491806,-11.78,-27.455,-8e-07,0.0,0.18,0.16,0.15978,0.999998,-81.068,भीत्यालमङ्गज वसन्त सुराङ्गना व: मन्मानसं त्विह जुषध्वमिति ब्रुवाणः ।,ಭೀತ್ಯಾಲಮಙ್ಗಜ ವಸನ್ತ ಸುರಾಙ್ಗನಾ ವಃ ಮನ್ಮಾನಸಂ ತ್ವಿಹ ಜುಷಧ್ವಮಿತಿ ಬ್ರುವಾಣಃ,BItyAlamaNgaja vasanta surANganA vaH manmAnasaM tviha juzaDvamiti bruvARaH,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_016_006_2,16,6,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.6.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.6.2.txt,त्वं विस्मयेन परितः स्तुवतामथैषां प्रादर्शयः स्वपरिचारककातराक्षीः ॥,11.100567,44100,2,16,60,5.4051,,489535,-12.239,-27.247,-1.29e-05,0.0,0.08,0.22,0.13514,0.999998,-81.122,त्वं विस्मयेन परितः स्तुवतामथैषां प्रादर्शयः स्वपरिचारककातराक्षीः ॥,ತ್ವಂ ವಿಸ್ಮಯೇನ ಪರಿತಃ ಸ್ತುವತಾಮಥೈಷಾಂ ಪ್ರಾದರ್ಶಯಃ ಸ್ವಪರಿಚಾರಕಕಾತರಾಕ್ಷೀಃ,tvaM vismayena paritaH stuvatAmaTEzAM prAdarSayaH svaparicArakakAtarAkzIH,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,low_peak
nar_016_007_1,16,7,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.7.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.7.1.txt,सम्मोहनाय मिलिता मदनादयस्ते त्वद्दासिकापरिमलैः किल मोहमापुः ।,10.572562,44100,2,16,54,5.1076,,466250,-11.988,-27.329,3.3e-06,0.0,0.18,0.12,0.13258,0.999998,-81.111,सम्मोहनाय मिलिता मदनादयस्ते त्वद्दासिकापरिमलैः किल मोहमापुः ।,ಸಮ್ಮೋಹನಾಯ ಮಿಲಿತಾ ಮದನಾದಯಸ್ತೇ ತ್ವದ್ದಾಸಿಕಾಪರಿಮಲೈಃ ಕಿಲ ಮೋಹಮಾಪುಃ,sammohanAya militA madanAdayaste tvaddAsikAparimalEH kila mohamApuH,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_016_007_2,16,7,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.7.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.7.2.txt,दत्तां त्वया च जगृहुस्त्रपयैव सर्व- स्वर्वासिगर्वशमनीं पुनरुर्वशीं ताम् ॥,10.540385,44100,2,16,64,6.0719,,464831,-12.706,-27.326,-1.01e-05,0.0,0.1,0.18,0.11385,0.999998,-81.124,दत्तां त्वया च जगृहुस्त्रपयैव सर्व- स्वर्वासिगर्वशमनीं पुनरुर्वशीं ताम् ॥,ದತ್ತಾಂ ತ್ವಯಾ ಚ ಜಗೃಹುಸ್ತ್ರಪಯೈವ ಸರ್ವ ಸ್ವರ್ವಾಸಿಗರ್ವಶಮನೀಂ ಪುನರುರ್ವಶೀಂ ತಾಮ್,dattAM tvayA ca jagfhustrapayEva sarva svarvAsigarvaSamanIM punarurvaSIM tAm,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,low_peak
nar_016_008_1,16,8,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.8.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.8.1.txt,दृष्ट्वोर्वशीं तव कथां च निशम्य शक्रः पर्याकुलोऽजनि भवन्महिमावमर्शात् ।,10.958912,44100,2,16,62,5.6575,,483288,-12.283,-27.314,-9e-07,0.0,0.08,0.14,0.10603,0.999998,-81.151,दृष्ट्वोर्वशीं तव कथां च निशम्य शक्रः पर्याकुलोऽजनि भवन्महिमावमर्शात् ।,ದೃಷ್ಟ್ವೋರ್ವಶೀಂ ತವ ಕಥಾಂ ಚ ನಿಶಮ್ಯ ಶಕ್ರಃ ಪರ್ಯಾಕುಲೋಽಜನಿ ಭವನ್ಮಹಿಮಾವಮರ್ಶಾತ್,dfzwvorvaSIM tava kaTAM ca niSamya SakraH paryAkulojani BavanmahimAvamarSAt,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,low_peak
nar_016_008_2,16,8,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.8.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.8.2.txt,एवं प्रशान्तरमणीयतरावतारात् त्त्वत्तोऽधिको वरद कृष्णतनुस्त्वमेव ॥,10.37941,44100,2,16,59,5.6843,,457732,-12.759,-27.185,4.2e-06,0.0,0.1,0.12,0.14286,0.999998,-81.114,एवं प्रशान्तरमणीयतरावतारात् त्त्वत्तोऽधिको वरद कृष्णतनुस्त्वमेव ॥,ಏವಂ ಪ್ರಶಾನ್ತರಮಣೀಯತರಾವತಾರಾತ್ ತ್ತ್ವತ್ತೋಽಧಿಕೋ ವರದ ಕೃಷ್ಣತನುಸ್ತ್ವಮೇವ,evaM praSAntaramaRIyatarAvatArAt ttvattoDiko varada kfzRatanustvameva,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,low_peak
nar_016_009_1,16,9,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.9.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.9.1.txt,दक्षस्तु धातुरतिलालनया रजोऽन्ध: नात्यादृतस्त्वयि च कष्टमशान्तिरासीत् ।,11.267959,44100,2,16,62,5.5023,,496917,-11.811,-27.705,-6e-06,0.0,0.1,0.26,0.15631,0.999998,-81.143,दक्षस्तु धातुरतिलालनया रजोऽन्ध: नात्यादृतस्त्वयि च कष्टमशान्तिरासीत् ।,ದಕ್ಷಸ್ತು ಧಾತುರತಿಲಾಲನಯಾ ರಜೋಽನ್ಧಃ ನಾತ್ಯಾದೃತಸ್ತ್ವಯಿ ಚ ಕಷ್ಟಮಶಾನ್ತಿರಾಸೀತ್,dakzastu DAturatilAlanayA rajonDaH nAtyAdftastvayi ca kazwamaSAntirAsIt,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_016_009_2,16,9,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.9.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.9.2.txt,येन व्यरुन्ध स भवत्तनुमेव शर्वं यज्ञे च वैरपिशुने स्वसुतां व्यमानीत् ॥,11.068367,44100,2,16,59,5.3305,,488115,-11.525,-27.823,-9.5e-06,0.0,0.1,0.06,0.14647,0.999998,-81.102,येन व्यरुन्ध स भवत्तनुमेव शर्वं यज्ञे च वैरपिशुने स्वसुतां व्यमानीत् ॥,ಯೇನ ವ್ಯರುನ್ಧ ಸ ಭವತ್ತನುಮೇವ ಶರ್ವಂ ಯಜ್ಞೇ ಚ ವೈರಪಿಶುನೇ ಸ್ವಸುತಾಂ ವ್ಯಮಾನೀತ್,yena vyarunDa sa Bavattanumeva SarvaM yajYe ca vErapiSune svasutAM vyamAnIt,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_016_010_1,16,10,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.10.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.10.1.txt,क्रुद्धे शमर्दितमखः स तु कृत्तशीर्ष: देवप्रसादितहरादथ लब्धजीवः ।f,10.830136,44100,2,16,56,5.1708,,477609,-10.946,-27.385,-2.9e-06,0.0,0.1,0.24,0.1756,0.999998,-81.134,क्रुद्धे शमर्दितमखः स तु कृत्तशीर्ष: देवप्रसादितहरादथ लब्धजीवः ।f,ಕ್ರುದ್ಧೇ ಶಮರ್ದಿತಮಖಃ ಸ ತು ಕೃತ್ತಶೀರ್ಷಃ ದೇವಪ್ರಸಾದಿತಹರಾದಥ ಲಬ್ಧಜೀವಃ ಋ,krudDe SamarditamaKaH sa tu kfttaSIrzaH devaprasAditaharAdaTa labDajIvaH f,29,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":15,""weights"":""GGLGLLLGLLGLGGG"",""meter"":""(15)""}]",,
nar_016_010_2,16,10,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.10.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.10.2.txt,त्वत्पूरितक्रतुवरः पुनराप शान्तिं स त्वं प्रशान्तिकर पाहि मरुत्पुरेश ॥,10.894512,44100,2,16,61,5.5991,,480448,-12.377,-27.651,-7.9e-06,0.0,0.14,0.24,0.20221,0.999998,-81.152,त्वत्पूरितक्रतुवरः पुनराप शान्तिं स त्वं प्रशान्तिकर पाहि मरुत्पुरेश ॥,ತ್ವತ್ಪೂರಿತಕ್ರತುವರಃ ಪುನರಾಪ ಶಾನ್ತಿಂ ಸ ತ್ವಂ ಪ್ರಶಾನ್ತಿಕರ ಪಾಹಿ ಮರುತ್ಪುರೇಶ,tvatpUritakratuvaraH punarApa SAntiM sa tvaM praSAntikara pAhi marutpureSa,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,low_peak
nar_017_001_1,17,1,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dasakam 17.1.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dashakam 17.1.1.txt,उत्तानपादनृपतेर्मनुनन्दनस्य जाया बभूव सुरुचिर्नितरामभीष्टा ।,9.747256,44100,2,16,55,5.6426,,429854,-11.311,-26.956,-1.69e-05,0.0,0.3,0.22,0.14168,0.999998,-81.163,उत्तानपादनृपतेर्मनुनन्दनस्य जाया बभूव सुरुचिर्नितरामभीष्टा ।,ಉತ್ತಾನಪಾದನೃಪತೇರ್ಮನುನನ್ದನಸ್ಯ ಜಾಯಾ ಬಭೂವ ಸುರುಚಿರ್ನಿತರಾಮಭೀಷ್ಟಾ,uttAnapAdanfpatermanunandanasya jAyA baBUva surucirnitarAmaBIzwA,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_017_001_2,17,1,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dasakam 17.1.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dashakam 17.1.2.txt,अन्या सुनीतिरिति भर्तुरनादृता सा त्वामेव नित्यमगतिः शरणं गताऽभूत् ॥,10.22839,44100,2,16,58,5.6705,,451072,-12.2,-27.736,-1.31e-05,0.0,0.12,0.1,0.13112,0.999998,-81.125,अन्या सुनीतिरिति भर्तुरनादृता सा त्वामेव नित्यमगतिः शरणं गताऽभूत् ॥,ಅನ್ಯಾ ಸುನೀತಿರಿತಿ ಭರ್ತುರನಾದೃತಾ ಸಾ ತ್ವಾಮೇವ ನಿತ್ಯಮಗತಿಃ ಶರಣಂ ಗತಾಽಭೂತ್,anyA sunItiriti BarturanAdftA sA tvAmeva nityamagatiH SaraRaM gatABUt,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,low_peak
nar_017_002_1,17,2,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dasakam 17.2.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dashakam 17.2.1.txt,अङ्के पितुः सुरुचिपुत्रकमुत्तमं तं दृष्ट्वा ध्रुवः किल सुनीतिसुतोऽधिरोक्ष्यन् ।,10.453379,44100,2,16,70,6.6964,,460994,-11.431,-28.925,-1.9e-06,0.0,0.1,0.14,0.18582,0.999997,-81.114,अङ्के पितुः सुरुचिपुत्रकमुत्तमं तं दृष्ट्वा ध्रुवः किल सुनीतिसुतोऽधिरोक्ष्यन् ।,ಅಙ್ಕೇ ಪಿತುಃ ಸುರುಚಿಪುತ್ರಕಮುತ್ತಮಂ ತಂ ದೃಷ್ಟ್ವಾ ಧ್ರುವಃ ಕಿಲ ಸುನೀತಿಸುತೋಽಧಿರೋಕ್ಷ್ಯನ್,aNke pituH suruciputrakamuttamaM taM dfzwvA DruvaH kila sunItisutoDirokzyan,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_017_002_2,17,2,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dasakam 17.2.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dashakam 17.2.2.txt,आचिक्षिपे किल शिशुः सुतरां सुरुच्या दुस्सन्त्यजा खलु भवद्विमुखैरसूया ॥,10.931043,44100,2,16,61,5.5804,,482059,-11.452,-27.853,-1.1e-06,0.0,0.12,0.2,0.18498,0.999998,-81.14,आचिक्षिपे किल शिशुः सुतरां सुरुच्या दुस्सन्त्यजा खलु भवद्विमुखैरसूया ॥,ಆಚಿಕ್ಷಿಪೇ ಕಿಲ ಶಿಶುಃ ಸುತರಾಂ ಸುರುಚ್ಯಾ ದುಸ್ಸನ್ತ್ಯಜಾ ಖಲು ಭವದ್ವಿಮುಖೈರಸೂಯಾ,Acikzipe kila SiSuH sutarAM surucyA dussantyajA Kalu BavadvimuKErasUyA,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_017_003_1,17,3,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dasakam 17.3.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dashakam 17.3.1.txt,त्वन्मोहिते पितरि पश्यति दारवश्ये दूरं दुरुक्तिनिहतः स गतो निजाम्बाम् ।,10.730272,44100,2,16,61,5.6849,,473205,-11.63,-27.782,4.6e-06,0.0,0.12,0.18,0.13619,0.999998,-81.112,त्वन्मोहिते पितरि पश्यति दारवश्ये दूरं दुरुक्तिनिहतः स गतो निजाम्बाम् ।,ತ್ವನ್ಮೋಹಿತೇ ಪಿತರಿ ಪಶ್ಯತಿ ದಾರವಶ್ಯೇ ದೂರಂ ದುರುಕ್ತಿನಿಹತಃ ಸ ಗತೋ ನಿಜಾಮ್ಬಾಮ್,tvanmohite pitari paSyati dAravaSye dUraM duruktinihataH sa gato nijAmbAm,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_017_003_2,17,3,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dasakam 17.3.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dashakam 17.3.2.txt,साऽपि स्वकर्मगतिसन्तरणाय पुंसां त्वत्पादमेव शरणं शिशवे शशंस ॥,10.95873,44100,2,16,53,4.8363,,483280,-11.944,-27.77,6.2e-06,0.0,0.1,0.08,0.12066,0.999998,-81.116,साऽपि स्वकर्मगतिसन्तरणाय पुंसां त्वत्पादमेव शरणं शिशवे शशंस ॥,ಸಾಽಪಿ ಸ್ವಕರ್ಮಗತಿಸನ್ತರಣಾಯ ಪುಂಸಾಂ ತ್ವತ್ಪಾದಮೇವ ಶರಣಂ ಶಿಶವೇ ಶಶಂಸ,sApi svakarmagatisantaraRAya puMsAM tvatpAdameva SaraRaM SiSave SaSaMsa,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
